case_id,method,source_type,source_id,target_type,label_source,evaluation_protocol,tags,hybrid_ready_expected,cold_start,latency_ms,time_to_first_usable_ms,result_count,coverage,explanation_coverage,cold_start_success,mrr,precision_at_5,recall_at_5,ndcg_at_5,hit_rate_at_5,precision_at_10,recall_at_10,ndcg_at_10,hit_rate_at_10
data1_loo_project_to_expert_11,hybrid,project,proj_10832110,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,4747.73,4747.73,2,0.002,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0
data1_loo_project_to_expert_12,hybrid,project,proj_10932008,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,732.12,732.12,3,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
data1_loo_project_to_expert_13,hybrid,project,proj_11115673,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1490.75,1490.75,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_14,hybrid,project,proj_11129078,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1657.54,1657.54,3,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
data1_loo_project_to_expert_15,hybrid,project,proj_11171793,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1461.17,1461.17,2,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0
data1_loo_project_to_expert_16,hybrid,project,proj_11345766,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,3727.64,3727.64,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_17,hybrid,project,proj_11516925,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,6462.62,6462.62,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_18,hybrid,project,proj_11671607,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,3352.82,3352.82,1,0.002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_19,hybrid,project,proj_11739816,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1091.36,1091.36,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_20,hybrid,project,proj_11980153,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1170.18,1170.18,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_21,hybrid,project,proj_12018478,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,3412.38,3412.38,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_22,hybrid,project,proj_12139622,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,2560.36,2560.36,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_23,hybrid,project,proj_12152256,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1959.15,1959.15,3,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
data1_loo_project_to_expert_24,hybrid,project,proj_12253385,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,914.3,914.3,1,0.002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_25,hybrid,project,proj_12396772,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,2366.41,2366.41,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_26,hybrid,project,proj_12465653,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,3301.84,3301.84,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_27,hybrid,project,proj_12581762,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,3967.39,3967.39,6,0.004,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0
data1_loo_project_to_expert_28,hybrid,project,proj_12593965,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,2805.51,2805.51,1,0.002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_29,hybrid,project,proj_12710775,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,2222.33,2222.33,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_30,hybrid,project,proj_12771347,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,2443.98,2443.98,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_expert_to_project_1,hybrid,expert,OA_Alan_H._Beggs,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,16277.28,16277.28,3,0.006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_expert_to_project_2,hybrid,expert,OA_Alberto_Bardelli,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,13894.24,13894.24,6,0.01,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.5,1.0,1.0,1.0
data1_loo_expert_to_project_3,hybrid,expert,OA_Alexander_K._C._Leung,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,55729.88,55729.88,5,0.006,1.0,1.0,1.0,0.2,0.3333333333333333,0.4692787260227565,1.0,0.2,0.3333333333333333,0.4692787260227565,1.0
data1_loo_expert_to_project_4,hybrid,expert,OA_Amedeo_Columbano,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,6968.32,6968.32,3,0.006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_expert_to_project_5,hybrid,expert,OA_Amy_L._Cummings,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,12089.61,12089.61,4,0.006,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0
data1_loo_expert_to_project_6,hybrid,expert,OA_Ana_Cavalli,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,6002.31,6002.31,6,0.004,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
data1_loo_expert_to_project_7,hybrid,expert,OA_Andrea_Casadei‐Gardini,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,12617.54,12617.54,3,0.006,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
data1_loo_expert_to_project_8,hybrid,expert,OA_Andrew_C._Steer,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,17458.16,17458.16,9,0.012,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
data1_loo_expert_to_project_9,hybrid,expert,OA_Anthony_Chang,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,15033.23,15033.23,3,0.004,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
data1_loo_expert_to_project_10,hybrid,expert,OA_Anton_J._M._Wagenmakers,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,16569.13,16569.13,4,0.008,1.0,1.0,1.0,0.75,1.0,0.9674679834891694,1.0,0.75,1.0,0.9674679834891694,1.0
data1_loo_expert_to_project_11,hybrid,expert,OA_Antonio_Avallone,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,13134.99,13134.99,6,0.012,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
data1_loo_expert_to_project_12,hybrid,expert,OA_Antonio_Celesti,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,7695.41,7695.41,2,0.004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_expert_to_project_13,hybrid,expert,OA_Benedikt_Schoser,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,16610.12,16610.12,3,0.006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_expert_to_project_14,hybrid,expert,OA_Bernadette_McGuinness,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,20436.04,20436.04,5,0.008,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.6,1.0,1.0,1.0
data1_loo_expert_to_project_15,hybrid,expert,OA_C._Angelini,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,20148.25,20148.25,4,0.006,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0
data1_loo_expert_to_project_16,hybrid,expert,OA_Carlo_Barone,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,11730.2,11730.2,2,0.004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_expert_to_project_17,hybrid,expert,OA_Carlos_Caldas,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,21526.2,21526.2,5,0.01,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.6,1.0,1.0,1.0
data1_loo_expert_to_project_18,hybrid,expert,OA_Charles_M._Rudin,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,26933.68,26933.68,5,0.008,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.6,1.0,1.0,1.0
data1_loo_expert_to_project_19,hybrid,expert,OA_Cheryl_R._Greenberg,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,13971.17,13971.17,3,0.006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_expert_to_project_20,hybrid,expert,OA_Christophe_Nicot,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,14835.87,14835.87,4,0.008,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0
data1_loo_expert_to_project_21,hybrid,expert,OA_Claudio_Vernieri,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,10547.7,10547.7,4,0.008,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0
data1_loo_expert_to_project_22,hybrid,expert,OA_Cord_Sunderkötter,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,30034.59,30034.59,5,0.006,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0
data1_loo_expert_to_project_23,hybrid,expert,OA_Daniele_Regge,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,9720.61,9720.61,5,0.01,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.6,1.0,1.0,1.0
data1_loo_expert_to_project_24,hybrid,expert,OA_Daniele_Santini,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,16154.19,16154.19,2,0.002,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0
data1_loo_expert_to_project_25,hybrid,expert,OA_David_A._Spain,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,9469.15,9469.15,2,0.004,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0
data1_loo_expert_to_project_26,hybrid,expert,OA_Dhiraj_Yadav,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,20997.49,20997.49,3,0.006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_expert_to_project_27,hybrid,expert,OA_Dieter_Häussinger,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,29091.94,29091.94,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_expert_to_project_28,hybrid,expert,OA_Dietrich_Henzler,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,11751.98,11751.98,4,0.006,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0
data1_loo_expert_to_project_29,hybrid,expert,OA_Elena_Élez,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,13474.34,13474.34,6,0.01,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0
data1_loo_expert_to_project_30,hybrid,expert,OA_Emil_Lou,project,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,10212.26,10212.26,3,0.004,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
data1_loo_project_to_funder_1,hybrid,project,proj_10024763,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,362.41,362.41,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_2,hybrid,project,proj_10310410,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,497.06,497.06,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_3,hybrid,project,proj_10370888,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,423.92,423.92,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_4,hybrid,project,proj_10422445,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,398.6,398.6,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_5,hybrid,project,proj_10435701,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,404.51,404.51,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_6,hybrid,project,proj_10642524,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,403.22,403.22,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_7,hybrid,project,proj_10708916,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,438.57,438.57,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_8,hybrid,project,proj_10718529,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,578.83,578.83,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_9,hybrid,project,proj_10722468,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,709.58,709.58,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_10,hybrid,project,proj_10761316,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,655.28,655.28,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_11,hybrid,project,proj_10832110,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,525.77,525.77,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_12,hybrid,project,proj_10932008,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,375.53,375.53,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_13,hybrid,project,proj_11115673,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,397.86,397.86,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_14,hybrid,project,proj_11129078,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,398.22,398.22,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_15,hybrid,project,proj_11171793,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,410.34,410.34,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_16,hybrid,project,proj_11345766,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,403.44,403.44,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_17,hybrid,project,proj_11516925,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,536.47,536.47,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_18,hybrid,project,proj_11671607,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,504.65,504.65,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_19,hybrid,project,proj_11739816,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,421.46,421.46,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_20,hybrid,project,proj_11980153,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,447.98,447.98,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_21,hybrid,project,proj_12018478,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,494.57,494.57,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_22,hybrid,project,proj_12139622,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,426.9,426.9,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_23,hybrid,project,proj_12152256,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,499.0,499.0,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_24,hybrid,project,proj_12253385,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,400.33,400.33,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_25,hybrid,project,proj_12396772,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,443.63,443.63,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_26,hybrid,project,proj_12465653,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,525.18,525.18,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_27,hybrid,project,proj_12581762,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,412.26,412.26,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_28,hybrid,project,proj_12593965,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,403.52,403.52,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_29,hybrid,project,proj_12710775,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,378.66,378.66,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_funder_30,hybrid,project,proj_12771347,funder,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'FUNDS']",False,True,732.41,732.41,1,0.0023148148148148147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
