case_id,method,source_type,source_id,target_type,label_source,tags,hybrid_ready_expected,cold_start,latency_ms,time_to_first_usable_ms,result_count,coverage,explanation_coverage,cold_start_success,mrr,precision_at_5,recall_at_5,ndcg_at_5,hit_rate_at_5,precision_at_10,recall_at_10,ndcg_at_10,hit_rate_at_10
prj_005_to_expert_top,embedding_only,project,prj_005,expert,admin_review,[],False,False,39.78,39.78,3,0.05357142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prj_005_to_expert_top,hybrid,project,prj_005,expert,admin_review,[],False,False,1408.01,1408.01,5,0.08928571428571429,0.6,1.0,1.0,0.4,1.0,1.0,1.0,0.4,1.0,1.0,1.0
prj_005_to_expert_pool,random,project,prj_005,expert,admin_review,[],False,False,1584.6,1584.6,5,0.08928571428571429,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prj_005_to_expert_pool,topic_overlap,project,prj_005,expert,admin_review,[],False,False,21.15,21.15,4,0.07142857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prj_005_to_expert_pool,graph_heuristic,project,prj_005,expert,admin_review,[],False,False,1674.09,1674.09,5,0.08928571428571429,1.0,1.0,0.3333333333333333,0.2,0.3333333333333333,0.26582598262939583,1.0,0.2,0.3333333333333333,0.26582598262939583,1.0
prj_005_to_expert_pool,pgpr_only,project,prj_005,expert,admin_review,[],False,False,1798.48,1798.48,5,0.08928571428571429,1.0,1.0,0.3333333333333333,0.4,0.6666666666666666,0.38031100187470157,1.0,0.4,0.6666666666666666,0.38031100187470157,1.0
prj_005_to_expert_pool,embedding_only,project,prj_005,expert,admin_review,[],False,False,29.24,29.24,3,0.05357142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prj_005_to_expert_pool,hybrid,project,prj_005,expert,admin_review,[],False,False,1444.57,1444.57,5,0.08928571428571429,0.6,1.0,0.3333333333333333,0.2,0.3333333333333333,0.26582598262939583,1.0,0.2,0.3333333333333333,0.26582598262939583,1.0
prj_004_to_expert,random,project,prj_004,expert,admin_review,[],False,True,1448.25,1448.25,5,0.08928571428571429,0.4,1.0,1.0,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0
prj_004_to_expert,topic_overlap,project,prj_004,expert,admin_review,[],False,True,20.38,20.38,4,0.07142857142857142,0.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0
prj_004_to_expert,graph_heuristic,project,prj_004,expert,admin_review,[],False,True,1237.76,1237.76,5,0.08928571428571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prj_004_to_expert,pgpr_only,project,prj_004,expert,admin_review,[],False,True,1226.17,1226.17,5,0.08928571428571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prj_004_to_expert,embedding_only,project,prj_004,expert,admin_review,[],False,True,0.97,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prj_004_to_expert,hybrid,project,prj_004,expert,admin_review,[],False,True,1225.47,1225.47,5,0.08928571428571429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_prj_001_to_expert,random,project,prj_001,expert,admin_review,['hybrid_ready'],True,False,1573.39,1573.39,5,0.08928571428571429,0.6,1.0,0.5,0.2,0.5,0.44412286644879784,1.0,0.2,0.5,0.44412286644879784,1.0
hybrid_prj_001_to_expert,topic_overlap,project,prj_001,expert,admin_review,['hybrid_ready'],True,False,15.4,15.4,4,0.07142857142857142,0.0,1.0,1.0,0.25,0.5,0.46927872602275644,1.0,0.25,0.5,0.46927872602275644,1.0
hybrid_prj_001_to_expert,graph_heuristic,project,prj_001,expert,admin_review,['hybrid_ready'],True,False,1535.23,1535.23,5,0.08928571428571429,1.0,1.0,1.0,0.2,0.5,0.7039180890341347,1.0,0.2,0.5,0.7039180890341347,1.0
hybrid_prj_001_to_expert,pgpr_only,project,prj_001,expert,admin_review,['hybrid_ready'],True,False,1692.03,1692.03,5,0.08928571428571429,1.0,1.0,1.0,0.2,0.5,0.7039180890341347,1.0,0.2,0.5,0.7039180890341347,1.0
hybrid_prj_001_to_expert,embedding_only,project,prj_001,expert,admin_review,['hybrid_ready'],True,False,28.79,28.79,3,0.05357142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_prj_001_to_expert,hybrid,project,prj_001,expert,admin_review,['hybrid_ready'],True,False,1423.73,1423.73,5,0.08928571428571429,1.0,1.0,1.0,0.2,0.5,0.7039180890341347,1.0,0.2,0.5,0.7039180890341347,1.0
hybrid_prj_005_to_expert,random,project,prj_005,expert,admin_review,['hybrid_ready'],True,False,1448.85,1448.85,5,0.08928571428571429,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_prj_005_to_expert,topic_overlap,project,prj_005,expert,admin_review,['hybrid_ready'],True,False,17.55,17.55,4,0.07142857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_prj_005_to_expert,graph_heuristic,project,prj_005,expert,admin_review,['hybrid_ready'],True,False,1424.63,1424.63,5,0.08928571428571429,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.4,1.0,1.0,1.0
hybrid_prj_005_to_expert,pgpr_only,project,prj_005,expert,admin_review,['hybrid_ready'],True,False,1421.47,1421.47,5,0.08928571428571429,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.4,1.0,1.0,1.0
hybrid_prj_005_to_expert,embedding_only,project,prj_005,expert,admin_review,['hybrid_ready'],True,False,28.74,28.74,3,0.05357142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_prj_005_to_expert,hybrid,project,prj_005,expert,admin_review,['hybrid_ready'],True,False,1647.0,1647.0,5,0.08928571428571429,0.6,1.0,1.0,0.4,1.0,1.0,1.0,0.4,1.0,1.0,1.0
prj_001_to_funder_primary,random,project,prj_001,funder,admin_review,[],False,False,1455.34,1455.34,4,0.5,0.75,1.0,0.5,0.5,1.0,0.6480409554829326,1.0,0.5,1.0,0.6480409554829326,1.0
prj_001_to_funder_primary,topic_overlap,project,prj_001,funder,admin_review,[],False,False,5.97,5.97,1,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prj_001_to_funder_primary,graph_heuristic,project,prj_001,funder,admin_review,[],False,False,1749.32,1749.32,5,0.625,0.8,1.0,1.0,0.4,1.0,1.0,1.0,0.4,1.0,1.0,1.0
prj_001_to_funder_primary,pgpr_only,project,prj_001,funder,admin_review,[],False,False,1490.76,1490.76,3,0.375,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
prj_001_to_funder_primary,embedding_only,project,prj_001,funder,admin_review,[],False,False,8.75,8.75,2,0.25,0.0,1.0,0.5,0.5,0.5,0.44412286644879784,1.0,0.5,0.5,0.44412286644879784,1.0
prj_001_to_funder_primary,hybrid,project,prj_001,funder,admin_review,[],False,False,1417.83,1417.83,5,0.625,0.8,1.0,1.0,0.4,1.0,1.0,1.0,0.4,1.0,1.0,1.0
prj_001_to_funder_secondary,random,project,prj_001,funder,admin_review,[],False,False,1413.32,1413.32,4,0.5,0.75,1.0,1.0,0.5,1.0,0.7074887171046738,1.0,0.5,1.0,0.7074887171046738,1.0
prj_001_to_funder_secondary,topic_overlap,project,prj_001,funder,admin_review,[],False,False,5.11,5.11,1,0.125,0.0,1.0,1.0,1.0,0.5,0.38009376671593426,1.0,1.0,0.5,0.38009376671593426,1.0
prj_001_to_funder_secondary,graph_heuristic,project,prj_001,funder,admin_review,[],False,False,1435.54,1435.54,5,0.625,0.8,1.0,0.25,0.4,1.0,0.4744352910551497,1.0,0.4,1.0,0.4744352910551497,1.0
prj_001_to_funder_secondary,pgpr_only,project,prj_001,funder,admin_review,[],False,False,1583.93,1583.93,4,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prj_001_to_funder_secondary,embedding_only,project,prj_001,funder,admin_review,[],False,False,8.3,8.3,2,0.25,0.0,1.0,1.0,0.5,0.5,0.38009376671593426,1.0,0.5,0.5,0.38009376671593426,1.0
prj_001_to_funder_secondary,hybrid,project,prj_001,funder,admin_review,[],False,False,1436.42,1436.42,5,0.625,0.8,1.0,0.3333333333333333,0.4,1.0,0.5174418337467067,1.0,0.4,1.0,0.5174418337467067,1.0
prj_005_to_funder,random,project,prj_005,funder,admin_review,[],False,False,1618.22,1618.22,4,0.5,0.75,1.0,1.0,0.75,1.0,0.7963337995444919,1.0,0.75,1.0,0.7963337995444919,1.0
prj_005_to_funder,topic_overlap,project,prj_005,funder,admin_review,[],False,False,6.23,6.23,1,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prj_005_to_funder,graph_heuristic,project,prj_005,funder,admin_review,[],False,False,1420.74,1420.74,4,0.5,0.75,1.0,1.0,0.75,1.0,0.8675034925694372,1.0,0.75,1.0,0.8675034925694372,1.0
prj_005_to_funder,pgpr_only,project,prj_005,funder,admin_review,[],False,False,1306.61,1306.61,4,0.5,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0
prj_005_to_funder,embedding_only,project,prj_005,funder,admin_review,[],False,False,10.68,10.68,2,0.25,0.0,1.0,1.0,1.0,0.6666666666666666,0.6074915180456525,1.0,1.0,0.6666666666666666,0.6074915180456525,1.0
prj_005_to_funder,hybrid,project,prj_005,funder,admin_review,[],False,False,1338.29,1338.29,4,0.5,1.0,1.0,1.0,0.75,1.0,0.9725044904464192,1.0,0.75,1.0,0.9725044904464192,1.0
hybrid_prj_001_to_funder,random,project,prj_001,funder,admin_review,['hybrid_ready'],True,False,1448.72,1448.72,4,0.5,0.75,1.0,0.3333333333333333,0.5,1.0,0.5540663910176149,1.0,0.5,1.0,0.5540663910176149,1.0
hybrid_prj_001_to_funder,topic_overlap,project,prj_001,funder,admin_review,['hybrid_ready'],True,False,4.76,4.76,1,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_prj_001_to_funder,graph_heuristic,project,prj_001,funder,admin_review,['hybrid_ready'],True,False,1587.05,1587.05,5,0.625,0.8,1.0,1.0,0.4,1.0,1.0,1.0,0.4,1.0,1.0,1.0
hybrid_prj_001_to_funder,pgpr_only,project,prj_001,funder,admin_review,['hybrid_ready'],True,False,1424.71,1424.71,3,0.375,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
hybrid_prj_001_to_funder,embedding_only,project,prj_001,funder,admin_review,['hybrid_ready'],True,False,9.33,9.33,2,0.25,0.0,1.0,0.5,0.5,0.5,0.44412286644879784,1.0,0.5,0.5,0.44412286644879784,1.0
hybrid_prj_001_to_funder,hybrid,project,prj_001,funder,admin_review,['hybrid_ready'],True,False,1450.19,1450.19,5,0.625,0.8,1.0,1.0,0.4,1.0,1.0,1.0,0.4,1.0,1.0,1.0
prj_001_to_enterprise,random,project,prj_001,enterprise,admin_review,[],False,False,1541.97,1541.97,5,0.625,0.8,1.0,0.5,0.2,1.0,0.6309297535714574,1.0,0.2,1.0,0.6309297535714574,1.0
prj_001_to_enterprise,topic_overlap,project,prj_001,enterprise,admin_review,[],False,False,5.73,5.73,1,0.125,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
prj_001_to_enterprise,graph_heuristic,project,prj_001,enterprise,admin_review,[],False,False,1407.62,1407.62,5,0.625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prj_001_to_enterprise,pgpr_only,project,prj_001,enterprise,admin_review,[],False,False,1401.66,1401.66,5,0.625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prj_001_to_enterprise,embedding_only,project,prj_001,enterprise,admin_review,[],False,False,5.85,5.85,1,0.125,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
prj_001_to_enterprise,hybrid,project,prj_001,enterprise,admin_review,[],False,False,1385.32,1385.32,5,0.625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prj_005_to_enterprise,random,project,prj_005,enterprise,admin_review,[],False,False,1386.13,1386.13,2,0.25,0.5,1.0,0.5,0.5,1.0,0.6309297535714574,1.0,0.5,1.0,0.6309297535714574,1.0
prj_005_to_enterprise,topic_overlap,project,prj_005,enterprise,admin_review,[],False,False,4.97,4.97,1,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prj_005_to_enterprise,graph_heuristic,project,prj_005,enterprise,admin_review,[],False,False,1485.02,1485.02,5,0.625,0.0,1.0,1.0,0.2,1.0,1.0,1.0,0.2,1.0,1.0,1.0
prj_005_to_enterprise,pgpr_only,project,prj_005,enterprise,admin_review,[],False,False,1360.55,1360.55,2,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prj_005_to_enterprise,embedding_only,project,prj_005,enterprise,admin_review,[],False,False,6.17,6.17,1,0.125,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
prj_005_to_enterprise,hybrid,project,prj_005,enterprise,admin_review,[],False,False,1508.59,1508.59,2,0.25,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0
exp_001_to_project,random,expert,exp_001,project,admin_review,[],False,False,1577.37,1577.37,5,0.04807692307692308,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exp_001_to_project,topic_overlap,expert,exp_001,project,admin_review,[],False,False,3.35,,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exp_001_to_project,graph_heuristic,expert,exp_001,project,admin_review,[],False,False,1593.57,1593.57,5,0.04807692307692308,1.0,1.0,0.25,0.2,0.5,0.20210734650054757,1.0,0.2,0.5,0.20210734650054757,1.0
exp_001_to_project,pgpr_only,expert,exp_001,project,admin_review,[],False,False,1461.49,1461.49,5,0.04807692307692308,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exp_001_to_project,embedding_only,expert,exp_001,project,admin_review,[],False,False,146.64,146.64,5,0.04807692307692308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exp_001_to_project,hybrid,expert,exp_001,project,admin_review,[],False,False,1703.55,1703.55,5,0.04807692307692308,0.6,1.0,0.25,0.2,0.5,0.3031610197508214,1.0,0.2,0.5,0.3031610197508214,1.0
exp_006_to_project,random,expert,exp_006,project,admin_review,[],False,False,1936.12,1936.12,5,0.04807692307692308,0.4,1.0,0.5,0.2,0.5,0.52129602861432,1.0,0.2,0.5,0.52129602861432,1.0
exp_006_to_project,topic_overlap,expert,exp_006,project,admin_review,[],False,False,10.3,,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exp_006_to_project,graph_heuristic,expert,exp_006,project,admin_review,[],False,False,1903.37,1903.37,5,0.04807692307692308,0.6,1.0,0.5,0.4,1.0,0.6590018048024133,1.0,0.4,1.0,0.6590018048024133,1.0
exp_006_to_project,pgpr_only,expert,exp_006,project,admin_review,[],False,False,1546.43,1546.43,4,0.038461538461538464,1.0,1.0,0.5,0.5,1.0,0.6590018048024133,1.0,0.5,1.0,0.6590018048024133,1.0
exp_006_to_project,embedding_only,expert,exp_006,project,admin_review,[],False,False,145.17,145.17,5,0.04807692307692308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exp_006_to_project,hybrid,expert,exp_006,project,admin_review,[],False,False,1590.92,1590.92,5,0.04807692307692308,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_exp_001_to_project,random,expert,exp_001,project,admin_review,['hybrid_ready'],True,False,1730.27,1730.27,5,0.04807692307692308,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_exp_001_to_project,topic_overlap,expert,exp_001,project,admin_review,['hybrid_ready'],True,False,3.6,,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_exp_001_to_project,graph_heuristic,expert,exp_001,project,admin_review,['hybrid_ready'],True,False,1741.74,1741.74,5,0.04807692307692308,1.0,1.0,0.2,0.2,0.5,0.18154179253735267,1.0,0.2,0.5,0.18154179253735267,1.0
hybrid_exp_001_to_project,pgpr_only,expert,exp_001,project,admin_review,['hybrid_ready'],True,False,1430.8,1430.8,5,0.04807692307692308,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_exp_001_to_project,embedding_only,expert,exp_001,project,admin_review,['hybrid_ready'],True,False,147.83,147.83,5,0.04807692307692308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_exp_001_to_project,hybrid,expert,exp_001,project,admin_review,['hybrid_ready'],True,False,1595.92,1595.92,5,0.04807692307692308,0.8,1.0,0.25,0.4,1.0,0.48470281228817413,1.0,0.4,1.0,0.48470281228817413,1.0
ent_001_to_project,random,enterprise,ent_001,project,admin_review,[],False,False,1715.81,1715.81,5,0.04807692307692308,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ent_001_to_project,topic_overlap,enterprise,ent_001,project,admin_review,[],False,False,4.16,,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ent_001_to_project,graph_heuristic,enterprise,ent_001,project,admin_review,[],False,False,1465.7,1465.7,5,0.04807692307692308,1.0,1.0,1.0,0.2,0.5,0.46927872602275644,1.0,0.2,0.5,0.46927872602275644,1.0
ent_001_to_project,pgpr_only,enterprise,ent_001,project,admin_review,[],False,False,1427.5,1427.5,5,0.04807692307692308,1.0,1.0,1.0,0.2,0.5,0.46927872602275644,1.0,0.2,0.5,0.46927872602275644,1.0
ent_001_to_project,embedding_only,enterprise,ent_001,project,admin_review,[],False,False,172.58,172.58,5,0.04807692307692308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ent_001_to_project,hybrid,enterprise,ent_001,project,admin_review,[],False,False,1526.04,1526.04,5,0.04807692307692308,1.0,1.0,1.0,0.2,0.5,0.46927872602275644,1.0,0.2,0.5,0.46927872602275644,1.0
ent_001_to_expert,random,enterprise,ent_001,expert,admin_review,[],False,False,1454.38,1454.38,5,0.08928571428571429,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ent_001_to_expert,topic_overlap,enterprise,ent_001,expert,admin_review,[],False,False,14.85,14.85,4,0.07142857142857142,0.0,1.0,1.0,0.25,0.5,0.7039180890341347,1.0,0.25,0.5,0.7039180890341347,1.0
ent_001_to_expert,graph_heuristic,enterprise,ent_001,expert,admin_review,[],False,False,1362.2,1362.2,5,0.08928571428571429,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ent_001_to_expert,pgpr_only,enterprise,ent_001,expert,admin_review,[],False,False,1280.11,1280.11,5,0.08928571428571429,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ent_001_to_expert,embedding_only,enterprise,ent_001,expert,admin_review,[],False,False,28.52,28.52,3,0.05357142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ent_001_to_expert,hybrid,enterprise,ent_001,expert,admin_review,[],False,False,1554.5,1554.5,5,0.08928571428571429,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_ent_001_to_project,random,enterprise,ent_001,project,admin_review,['hybrid_ready'],True,False,1547.0,1547.0,5,0.04807692307692308,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_ent_001_to_project,topic_overlap,enterprise,ent_001,project,admin_review,['hybrid_ready'],True,False,3.93,,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_ent_001_to_project,graph_heuristic,enterprise,ent_001,project,admin_review,['hybrid_ready'],True,False,1535.82,1535.82,5,0.04807692307692308,1.0,1.0,1.0,0.2,0.5,0.46927872602275644,1.0,0.2,0.5,0.46927872602275644,1.0
hybrid_ent_001_to_project,pgpr_only,enterprise,ent_001,project,admin_review,['hybrid_ready'],True,False,1364.55,1364.55,5,0.04807692307692308,1.0,1.0,1.0,0.2,0.5,0.46927872602275644,1.0,0.2,0.5,0.46927872602275644,1.0
hybrid_ent_001_to_project,embedding_only,enterprise,ent_001,project,admin_review,['hybrid_ready'],True,False,147.39,147.39,5,0.04807692307692308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_ent_001_to_project,hybrid,enterprise,ent_001,project,admin_review,['hybrid_ready'],True,False,1708.65,1708.65,5,0.04807692307692308,1.0,1.0,1.0,0.2,0.5,0.46927872602275644,1.0,0.2,0.5,0.46927872602275644,1.0
fnd_001_to_project,random,funder,fnd_001,project,admin_review,[],False,False,1562.16,1562.16,5,0.04807692307692308,0.4,1.0,0.25,0.2,0.5,0.20210734650054757,1.0,0.2,0.5,0.20210734650054757,1.0
fnd_001_to_project,topic_overlap,funder,fnd_001,project,admin_review,[],False,False,3.56,,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fnd_001_to_project,graph_heuristic,funder,fnd_001,project,admin_review,[],False,False,1553.2,1553.2,5,0.04807692307692308,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fnd_001_to_project,pgpr_only,funder,fnd_001,project,admin_review,[],False,False,1601.68,1601.68,5,0.04807692307692308,1.0,1.0,0.2,0.2,0.5,0.18154179253735267,1.0,0.2,0.5,0.18154179253735267,1.0
fnd_001_to_project,embedding_only,funder,fnd_001,project,admin_review,[],False,False,139.82,139.82,5,0.04807692307692308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fnd_001_to_project,hybrid,funder,fnd_001,project,admin_review,[],False,False,1606.62,1606.62,5,0.04807692307692308,0.8,1.0,0.25,0.4,1.0,0.48470281228817413,1.0,0.4,1.0,0.48470281228817413,1.0
fnd_002_to_project,random,funder,fnd_002,project,admin_review,[],False,False,1585.36,1585.36,5,0.04807692307692308,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fnd_002_to_project,topic_overlap,funder,fnd_002,project,admin_review,[],False,False,3.7,,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fnd_002_to_project,graph_heuristic,funder,fnd_002,project,admin_review,[],False,False,1534.18,1534.18,5,0.04807692307692308,1.0,1.0,1.0,0.4,1.0,0.8854598815714874,1.0,0.4,1.0,0.8854598815714874,1.0
fnd_002_to_project,pgpr_only,funder,fnd_002,project,admin_review,[],False,False,1495.35,1495.35,5,0.04807692307692308,1.0,1.0,0.5,0.2,0.5,0.44412286644879784,1.0,0.2,0.5,0.44412286644879784,1.0
fnd_002_to_project,embedding_only,funder,fnd_002,project,admin_review,[],False,False,143.5,143.5,5,0.04807692307692308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
