case_id,method,source_type,source_id,target_type,label_source,evaluation_protocol,tags,hybrid_ready_expected,cold_start,latency_ms,time_to_first_usable_ms,result_count,coverage,explanation_coverage,cold_start_success,mrr,precision_at_5,recall_at_5,ndcg_at_5,hit_rate_at_5,precision_at_10,recall_at_10,ndcg_at_10,hit_rate_at_10
data1_loo_project_to_expert_2,embedding_only,project,proj_10310410,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,10.48,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_2,hybrid,project,proj_10310410,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1905.32,1905.32,4,0.002,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0
data1_loo_project_to_expert_3,random,project,proj_10370888,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1092.29,1092.29,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_3,topic_overlap,project,proj_10370888,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,61.76,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_3,graph_heuristic,project,proj_10370888,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1099.25,1099.25,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_3,pgpr_only,project,proj_10370888,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1131.94,1131.94,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_3,embedding_only,project,proj_10370888,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1.52,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_3,hybrid,project,proj_10370888,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,3647.36,3647.36,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_4,random,project,proj_10422445,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1751.45,1751.45,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_4,topic_overlap,project,proj_10422445,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,179.94,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_4,graph_heuristic,project,proj_10422445,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,2014.16,2014.16,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_4,pgpr_only,project,proj_10422445,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1604.2,1604.2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_4,embedding_only,project,proj_10422445,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1.49,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_4,hybrid,project,proj_10422445,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1909.29,1909.29,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_5,random,project,proj_10435701,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,926.99,926.99,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_5,topic_overlap,project,proj_10435701,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,39.32,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_5,graph_heuristic,project,proj_10435701,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,5807.59,5807.59,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_5,pgpr_only,project,proj_10435701,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1352.5,1352.5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_5,embedding_only,project,proj_10435701,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1.18,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_5,hybrid,project,proj_10435701,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,915.52,915.52,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_6,random,project,proj_10642524,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1476.84,1476.84,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_6,topic_overlap,project,proj_10642524,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,37.71,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_6,graph_heuristic,project,proj_10642524,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,7536.76,7536.76,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_6,pgpr_only,project,proj_10642524,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,2590.72,2590.72,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_6,embedding_only,project,proj_10642524,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,2.18,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_6,hybrid,project,proj_10642524,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1371.57,1371.57,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_7,random,project,proj_10708916,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,2632.12,2632.12,6,0.006,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.3562071871080222,1.0
data1_loo_project_to_expert_7,topic_overlap,project,proj_10708916,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,44.59,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_7,graph_heuristic,project,proj_10708916,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,3224.24,3224.24,4,0.004,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0
data1_loo_project_to_expert_7,pgpr_only,project,proj_10708916,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,2282.69,2282.69,6,0.006,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0
data1_loo_project_to_expert_7,embedding_only,project,proj_10708916,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1.62,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_7,hybrid,project,proj_10708916,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,2275.31,2275.31,6,0.004,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0
data1_loo_project_to_expert_8,random,project,proj_10718529,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1050.21,1050.21,1,0.002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_8,topic_overlap,project,proj_10718529,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,43.44,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_8,graph_heuristic,project,proj_10718529,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1011.44,1011.44,1,0.002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_8,pgpr_only,project,proj_10718529,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1000.13,1000.13,1,0.002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_8,embedding_only,project,proj_10718529,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1.45,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_8,hybrid,project,proj_10718529,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1063.4,1063.4,1,0.002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_9,random,project,proj_10722468,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1695.1,1695.1,1,0.002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_9,topic_overlap,project,proj_10722468,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,48.4,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_9,graph_heuristic,project,proj_10722468,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1735.7,1735.7,1,0.002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_9,pgpr_only,project,proj_10722468,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,2045.76,2045.76,1,0.002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_9,embedding_only,project,proj_10722468,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1.57,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_9,hybrid,project,proj_10722468,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1736.94,1736.94,1,0.002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_10,random,project,proj_10761316,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1444.5,1444.5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_10,topic_overlap,project,proj_10761316,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,80.89,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_10,graph_heuristic,project,proj_10761316,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1432.33,1432.33,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_10,pgpr_only,project,proj_10761316,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1393.62,1393.62,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_10,embedding_only,project,proj_10761316,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1.3,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_10,hybrid,project,proj_10761316,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1319.48,1319.48,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_11,random,project,proj_10832110,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1966.08,1966.08,4,0.002,1.0,1.0,0.25,0.25,1.0,0.4306765580733931,1.0,0.25,1.0,0.4306765580733931,1.0
data1_loo_project_to_expert_11,topic_overlap,project,proj_10832110,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,56.53,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_11,graph_heuristic,project,proj_10832110,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1858.03,1858.03,3,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
data1_loo_project_to_expert_11,pgpr_only,project,proj_10832110,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1772.2,1772.2,4,0.002,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0
data1_loo_project_to_expert_11,embedding_only,project,proj_10832110,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1.41,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_11,hybrid,project,proj_10832110,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1544.94,1544.94,3,0.002,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
data1_loo_project_to_expert_12,random,project,proj_10932008,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,398.51,398.51,3,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
data1_loo_project_to_expert_12,topic_overlap,project,proj_10932008,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,36.94,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_12,graph_heuristic,project,proj_10932008,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,389.1,389.1,3,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
data1_loo_project_to_expert_12,pgpr_only,project,proj_10932008,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,332.31,332.31,2,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0
data1_loo_project_to_expert_12,embedding_only,project,proj_10932008,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1.41,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_12,hybrid,project,proj_10932008,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,347.73,347.73,3,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
data1_loo_project_to_expert_13,random,project,proj_11115673,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,786.87,786.87,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_13,topic_overlap,project,proj_11115673,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,41.02,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_13,graph_heuristic,project,proj_11115673,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,680.22,680.22,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_13,pgpr_only,project,proj_11115673,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,663.54,663.54,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_13,embedding_only,project,proj_11115673,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1.31,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_13,hybrid,project,proj_11115673,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,721.25,721.25,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_14,random,project,proj_11129078,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,834.85,834.85,2,0.0,1.0,1.0,0.5,0.5,1.0,0.6309297535714574,1.0,0.5,1.0,0.6309297535714574,1.0
data1_loo_project_to_expert_14,topic_overlap,project,proj_11129078,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,51.95,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_14,graph_heuristic,project,proj_11129078,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1079.01,1079.01,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
data1_loo_project_to_expert_14,pgpr_only,project,proj_11129078,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,793.0,793.0,2,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0
data1_loo_project_to_expert_14,embedding_only,project,proj_11129078,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1.37,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_14,hybrid,project,proj_11129078,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,766.28,766.28,3,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0
data1_loo_project_to_expert_15,random,project,proj_11171793,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,896.29,896.29,2,0.0,1.0,1.0,0.5,0.5,1.0,0.6309297535714574,1.0,0.5,1.0,0.6309297535714574,1.0
data1_loo_project_to_expert_15,topic_overlap,project,proj_11171793,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,42.63,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_15,graph_heuristic,project,proj_11171793,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,873.04,873.04,2,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0
data1_loo_project_to_expert_15,pgpr_only,project,proj_11171793,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,856.22,856.22,2,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0
data1_loo_project_to_expert_15,embedding_only,project,proj_11171793,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,2.97,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data1_loo_project_to_expert_15,hybrid,project,proj_11171793,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,847.46,847.46,2,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0
data1_loo_project_to_expert_16,random,project,proj_11345766,expert,graph_leave_one_edge_out_data1,leave_one_edge_out,"['leave_one_edge_out', 'PARTICIPATES_IN']",False,True,1791.91,1791.91,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
